459.88	264.29
108.84	390.73
140.52	161.25
91.07	57.49
168.51	347.76
87.98	96.17
117.64	467.49
205.58	194.34
397.08	42.40
435.28	252.79
207.50	491.03
56.09	88.68
299.82	325.23
499.56	479.33
75.75	143.49
125.51	176.51
359.40	191.81
153.63	494.65
98.95	181.73
184.25	65.06
328.40	238.93
320.18	352.44
430.84	305.67
370.66	50.38
96.60	35.78
478.45	7.78
362.54	201.61
261.35	389.62
251.71	379.11
200.93	342.47
306.91	189.42
42.55	17.36
225.98	153.13
393.51	401.08
361.89	256.69
18.89	20.61
46.48	139.97
38.27	214.67
33.24	388.05
321.03	311.76
331.38	251.24
362.41	214.13
321.37	222.93
298.26	64.06
300.02	276.50
482.46	360.12
2.70	199.93
207.62	99.02
189.19	369.28
197.32	241.57
60.36	470.94
435.68	40.18
93.35	116.42
229.18	19.60
344.49	493.32
114.47	172.75
371.23	161.36
336.01	218.96
167.03	333.28
117.77	73.52
386.41	477.16
344.44	493.82
161.33	338.66
49.11	200.55
474.63	9.85
277.03	119.91
361.43	464.35
457.88	257.03
155.11	37.96
372.53	89.98
81.14	158.50
144.79	268.78
228.71	218.76
423.12	314.52
298.18	342.81
43.08	439.92
30.41	417.06
477.36	54.64
373.11	144.99
286.70	476.02
228.67	37.18
82.79	339.20
58.52	166.67
201.93	189.33
189.31	203.88
366.86	242.93
378.25	194.97
83.68	325.43
46.40	262.82
380.16	27.75
81.87	390.86
242.81	175.84
247.83	196.41
250.67	274.05
4.46	112.61
435.81	165.94
468.12	175.63
322.93	253.87
286.78	157.44
413.13	232.82
