
437.26	124.09
460.84	157.17
248.37	206.34
423.14	86.70
442.63	197.55
445.28	237.65
484.49	223.82
415.58	263.85
380.78	289.20
347.06	308.78
267.98	168.18
309.09	316.44
283.98	346.75
249.24	366.61
260.69	127.87
383.07	72.21
291.01	204.51
215.13	268.85
325.69	271.56
310.26	375.96
356.45	352.07
394.17	121.31
408.92	221.53
327.94	193.16
222.73	121.70
367.87	153.64
197.81	232.05
358.62	250.82
162.28	247.58
392.12	377.08
166.91	285.93
329.58	140.99
288.12	100.13
249.13	85.62
154.30	323.00
261.24	292.10
118.17	337.94
306.97	61.11
341.99	82.46
126.70	268.90
305.08	419.24
393.26	335.21
86.87	285.75
167.87	201.40
435.67	371.79
126.38	223.86
225.56	329.70
203.77	365.33
74.77	327.89
419.46	411.15
467.49	344.50
184.05	127.93
147.77	106.72
200.11	163.38
338.83	39.64
47.63	293.61
240.07	404.58
116.01	132.02
110.65	87.24
133.28	376.96
32.63	331.46
347.52	425.39
12.72	277.47
291.57	247.49
162.82	403.97
7.22	234.57
130.64	54.03
76.50	131.55
370.37	212.99
192.86	434.53
280.45	25.74
442.25	315.56
200.91	476.72
421.00	164.00
114.56	170.51
241.68	40.68
240.34	485.37
69.92	82.68
152.98	21.15
185.87	46.88
210.73	15.49
318.10	455.79
75.70	177.32
296.72	494.07
37.97	123.84
490.36	262.54
94.92	371.72
161.35	161.82
50.76	228.65
55.34	386.75
386.88	444.07
30.90	166.64
269.95	442.47
137.07	439.64
79.96	417.46
154.39	475.85
89.66	242.32
489.89	184.07
486.54	302.07
203.97	87.65
